mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.24784393310546876,0.05484517672869209,0.04180192947387695,0.007232301196761707,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-1.272826008537356,-0.7773599169408874,0.03147280415532305,0.2705613431699102,-1.5011343265685655,-0.6498572209443151,0.6986273247776534,1
0.08550567626953125,0.02324167618155355,0.03775777816772461,0.03212067773068403,15,1,2,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-3.4145907186879363,-1.8094684843028839,0.21562934011868085,0.1701511937165835,-3.2594578613421596,-1.6195473060995433,1.5823053800876832,108
0.13282394409179688,0.011117600484655585,0.036293745040893555,0.006122532349246123,15,1,2,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-2.72082002025626,-2.0141966982557196,0.21896063419562628,0.3689271368659768,-3.6711897916693523,-1.563663747823946,1.6060083324004342,106
0.24267001152038575,0.037560896694932844,0.05455341339111328,0.012506884598794463,15,1,2,200,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-2.8070743523202997,-2.006468686286859,0.2280753707926465,0.3895573821129127,-3.524990558031721,-1.544180168746664,1.5882350458093675,105
0.0855799674987793,0.011768370393959173,0.04457325935363769,0.018904924488256453,15,1,5,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",-2.5416387322768834,-2.2606993140128075,0.19332159448015995,0.14960790658392265,-2.677226001374854,-1.4273269093200924,1.3123774708889322,98
0.1284912109375,0.00836035821054268,0.03493809700012207,0.013483114365661271,15,1,5,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-2.015472727795087,-1.91288036749533,0.20043714483127273,0.3172672027129647,-3.143360389613833,-1.3108018274720024,1.3529066877101155,91
0.2409029483795166,0.009897649005321493,0.0369931697845459,0.004989247236768069,15,1,5,200,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-2.0690729714904736,-1.8807672869268166,0.21086182137860954,0.3721097286628994,-3.0475043454284148,-1.2828746107608393,1.3460849384446998,87
0.09677658081054688,0.04117689188853427,0.04820184707641602,0.028105722116274347,15,1,10,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-2.690866291698484,-1.2541694917451265,0.01648603478346755,0.18520402790479307,-1.1267623571911325,-0.9740216155892962,1.0367524011571345,63
0.11317658424377441,0.018244786708241485,0.03809351921081543,0.007651182853446179,15,1,10,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-2.020494437745305,-1.1451177623513553,0.03252812626612156,0.20918180513796203,-1.4534945240546326,-0.8754793585494418,0.862419081936102,50
0.2665237903594971,0.053895581756284984,0.04713206291198731,0.013440698420593448,15,1,10,200,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-1.7339356911095014,-1.1163668797737043,0.034060328743647506,0.22518291247719324,-1.573691425033183,-0.8329501509391097,0.8138980738029106,47
0.08508181571960449,0.020669229525936868,0.04417724609375,0.014053694929742445,15,2,2,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-2.515338980550693,-0.36969460250418784,0.11516720812509196,0.3541141221702957,-2.4691602543962916,-0.976982501431157,1.259090378402063,65
0.12271580696105958,0.0038188689684967828,0.03468179702758789,0.008589808006514004,15,2,2,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-1.9245027851705188,-0.388140899025464,0.12827423202485444,0.3823089931099912,-3.140353187370411,-0.9884827292863096,1.341141780974753,67
0.23163895606994628,0.03905616276522649,0.059081220626831056,0.01386310992361807,15,2,2,200,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-1.9618347114163774,-0.41393471151359296,0.14167108945268791,0.40676575859243846,-3.1553327550200043,-0.9965330659809697,1.3562006117974574,69
0.08642182350158692,0.018168068361519126,0.026320457458496094,0.007694880034509936,15,2,5,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-2.513014056967252,-0.36941413302717074,0.11041460862507557,0.3397182290546559,-2.4086861449894332,-0.9681962994608249,1.240488201214422,59
0.115704345703125,0.012324176205406637,0.040906429290771484,0.007840406796436465,15,2,5,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-1.973311931265386,-0.4595562339331316,0.12337588375645359,0.35764711922706316,-3.0820420178061267,-1.0067774360042256,1.317517662279446,75
0.22928290367126464,0.011879432813767419,0.062375640869140624,0.007538797676826844,15,2,5,200,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-1.832542752507695,-0.4601488815534325,0.13391267897421577,0.36791381132514833,-3.1886279144653686,-0.9958986116454265,1.3365269069224555,68
0.07313027381896972,0.009496362450078618,0.02257375717163086,0.0069467729236370596,15,2,10,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-2.5627651201853707,-1.049451116424545,0.017348253392389545,0.2176440310365665,-1.1293638008174653,-0.901317550599685,0.993013449319481,55
0.12666397094726561,0.006563654613454239,0.02816944122314453,0.009349140473688542,15,2,10,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-1.8432502494544591,-0.9367361132205614,0.03199142411039413,0.23705081353476187,-1.4545025707277128,-0.7930893391515156,0.8127591028360348,43
0.2227766513824463,0.027546687231118652,0.049330854415893556,0.013566302234992896,15,2,10,200,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-1.6296297281260506,-0.7852927204725073,0.03378556792160703,0.25454475532640364,-1.5695753533341197,-0.7392334957369334,0.7835238590342932,39
0.07478899955749511,0.005248186894589153,0.02999224662780762,0.005997734349872443,15,4,2,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-1.7821673264886235,-0.8776353107459205,0.03516463312040696,0.2947183782280134,-1.3390413303936488,-0.7337921912559546,0.7918631670839168,36
0.11572480201721191,0.009892156703618793,0.03128805160522461,0.0027025521914662513,15,4,2,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-1.3856078802554572,-0.844744405685272,0.04082305910292938,0.2632573891712656,-1.661767775881854,-0.7176079227096777,0.7604130155581514,17
0.22978649139404297,0.020656705856964393,0.04260430335998535,0.003138525000559697,15,4,2,200,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-1.3882041752297587,-0.794000835768037,0.043119282092921374,0.2865262269028648,-1.7643103482762474,-0.7233739700556514,0.7922053032871414,25
0.07167692184448242,0.009427828210085858,0.03143496513366699,0.008112543730366153,15,4,5,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-1.782167326488624,-0.8776353107459205,0.03516463312040696,0.2947183782280134,-1.339041330393648,-0.7337921912559544,0.7918631670839169,33
0.11286768913269044,0.011716995575725187,0.026098251342773438,0.00581905607183311,15,4,5,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-1.3856078802554572,-0.8447444056852724,0.04082305910292938,0.2632573891712655,-1.661767775881855,-0.717607922709678,0.7604130155581517,20
0.22593536376953124,0.038315483103807876,0.038438034057617185,0.006328591749990843,15,4,5,200,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-1.3882041752297583,-0.794000835768037,0.043119282092921374,0.2865262269028648,-1.7643103482762479,-0.7233739700556514,0.7922053032871414,25
0.06496672630310059,0.008044482960478513,0.03615756034851074,0.008377037678230243,15,4,10,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-1.722579235161486,-0.954769446662803,0.01747699220179777,0.25767467937185073,-1.1286271818373583,-0.7061648384175998,0.7383794449781895,11
0.12172608375549317,0.008855463456648475,0.0296384334564209,0.003720675391943683,15,4,10,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-1.29389893827822,-0.8633015225191705,0.026188474729513023,0.25558210023248473,-1.4140363075731543,-0.6578932386817093,0.6813006882498954,6
0.22063570022583007,0.022506272605332518,0.055151939392089844,0.010574791756819388,15,4,10,200,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-1.273312360772072,-0.7771417781445311,0.03148636668301841,0.27054949187906796,-1.5012483289390754,-0.6499333218587184,0.6987334343090124,2
0.07471513748168945,0.017806912512741895,0.037505292892456056,0.005429172089112055,,1,2,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-3.154411837525136,-1.880090075737051,0.2094670026682418,0.17009901699739782,-3.327546391053292,-1.5964964569299678,1.5418445533876648,107
0.11945695877075195,0.015589780164308793,0.046489286422729495,0.02189234503710309,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-2.4859688561736735,-1.7304695376926285,0.2187900468022651,0.3458484178347796,-3.340796267620674,-1.3985192393699861,1.4644921013617207,96
